fileId,fileUrls from query AERDT_L2_VIIRS_SNPP--5200 2023-01-01..2023-12-31 x97y14.3 x119.2y-5.7[5],size
7872903141,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023339.0706.002.2023339192937.nc,9816502
7872869946,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023339.0524.002.2023339175930.nc,10918849
7872867989,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023339.0518.002.2023339174928.nc,11540361
7872384988,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023338.0542.002.2023338181853.nc,11136481
7872430048,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023338.0724.002.2023338194851.nc,10073605
7872375535,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023338.0536.002.2023338175841.nc,13089352
7872426832,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023338.0718.002.2023338193852.nc,12112002
7871930329,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023337.0600.002.2023337190806.nc,9355347
7871945253,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023337.0736.002.2023337195800.nc,13438007
7871945925,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023337.0742.002.2023337200807.nc,10293504
7871911750,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023337.0418.002.2023337164804.nc,13060744
7871921231,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023337.0554.002.2023337181814.nc,12983583
7871601464,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023336.0754.002.2023336203754.nc,14122662
7871575136,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023336.0618.002.2023336191730.nc,8895907
7871559499,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023336.0442.002.2023336170725.nc,10913632
7871575127,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023336.0612.002.2023336191728.nc,13030156
7871559498,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023336.0436.002.2023336170725.nc,14169918
7871221348,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0636.002.2023335191652.nc,8917444
7871221338,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0630.002.2023335191655.nc,12950700
7871221341,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0642.002.2023335191654.nc,10845571
7871179793,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0454.002.2023335172631.nc,12214012
7871185565,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0500.002.2023335173640.nc,10070190
7871240570,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023335.0812.002.2023335203642.nc,14819805
7870716861,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023334.0700.002.2023334192601.nc,10666110
7870705772,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023334.0654.002.2023334191609.nc,9583119
7870692011,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023334.0518.002.2023334174550.nc,9472778
7870691254,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023334.0512.002.2023334173555.nc,12109284
7870143203,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023333.0536.002.2023333181532.nc,10899712
7870186843,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023333.0718.002.2023333194515.nc,10683629
7870181252,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023333.0712.002.2023333193515.nc,12207620
7870140857,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023333.0530.002.2023333180526.nc,11719160
7869568071,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023332.0554.002.2023332182430.nc,11620893
7869634448,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023332.0730.002.2023332195441.nc,13273626
7869639359,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023332.0736.002.2023332200430.nc,11608934
7869565614,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023332.0548.002.2023332181439.nc,11910911
7868480508,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023331.0606.002.2023331191400.nc,10824735
7868480447,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023331.0612.002.2023331191410.nc,9875220
7868365984,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023331.0436.002.2023331170355.nc,13437756
7868510118,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023331.0748.002.2023331201348.nc,13407335
7868357899,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023331.0430.002.2023331165349.nc,12782550
7868063714,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023330.0806.002.2023330203310.nc,13123754
7868040750,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023330.0624.002.2023330191323.nc,11423085
7868033718,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023330.0448.002.2023330171305.nc,11831795
7868040748,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023330.0636.002.2023330191325.nc,13424137
7868040729,https://ladsweb.modaps.eosdis.nasa.gov/api/v2/content/archives/AERDT_L2_VIIRS_SNPP.A2023330.0630.002.2023330191323.nc,8502980
